Time,Height,Type,Valid
0.0016197388839696014,0.273974609375,NONE,1.0
0.010539738883969252,0.22934570312500002,NONE,1.0
0.17703973888396246,0.270654296875,NONE,1.0
0.2789597388839583,1.58828125,NONE,1.0
0.2914797388839578,1.20712890625,Type I,1.0
0.32195973888395657,1.564501953125,Type I,1.0
0.3444397388839556,3.031103515625,Type I,1.0
0.34483973888395564,0.17915039062500004,Type I,0.0
0.36385973888395484,1.74560546875,Type I,1.0
0.3756197388839544,0.673828125,Type II,1.0
0.384579738883954,0.7029296875,Type II,1.0
0.39061973888395374,0.61162109375,Type II,1.0
0.39319973888395365,1.038330078125,Type II,1.0
0.3985797388839534,0.74384765625,Type II,1.0
0.4042597388839532,1.268701171875,Type II,1.0
0.40835973888395305,0.533544921875,Type II,1.0
0.41247973888395284,0.690869140625,Type II,1.0
0.4164997388839527,0.508935546875,Type II,1.0
0.4225597388839525,0.68857421875,Type II,1.0
0.4267197388839523,0.55654296875,Type II,1.0
0.42721973888395226,0.22353515624999998,Type II,0.0
0.433559738883952,0.54697265625,Type II,1.0
0.43903973888395176,0.556884765625,Type II,1.0
0.44301973888395163,0.573876953125,Type II,1.0
0.4437397388839516,0.264990234375,Type II,0.0
0.4507797388839513,0.47412109375,Type II,1.0
0.459159738883951,0.339990234375,Type II,1.0
0.47361973888395037,0.779833984375,NONE,1.0
0.47903973888395013,0.156494140625,NONE,0.0
0.4867197388839498,1.793603515625,NONE,1.0

Start,End,Type
0.37,0.46,Type II
0.27999999999999997,0.37000000000000005,Type I
