Time,Height,Type,Valid
0.0016596725082371755,0.27333984375,NONE,1.0
0.01177967250823675,0.20673828125,NONE,1.0
0.08745967250823367,0.787353515625,NONE,1.0
0.12681967250823206,0.15673828125,NONE,1.0
0.1482196725082312,0.166259765625,NONE,0.0
0.1578196725082308,0.22792968749999998,NONE,1.0
0.29331967250822527,0.1517578125000001,NONE,0.0
0.3145996725082244,0.2483886718749999,NONE,1.0
0.3342396725082236,0.42573242187500004,NONE,1.0
0.3903796725082213,0.22382812500000004,Type II,1.0
0.40545967250822074,0.1787109375,Type II,1.0
0.41891967250822015,0.15766601562500004,Type II,0.0
0.43467967250821954,0.18232421875000004,Type II,1.0
0.4511996725082188,0.2505859374999999,Type II,1.0
0.4662196725082183,0.2027832031250001,Type II,1.0
0.4826796725082175,0.26274414062499996,Type II,1.0
0.496579672508217,0.1572265625,NONE,0.0
0.5093196725082165,0.2256835937499999,NONE,1.0
0.5121196725082163,2.09248046875,NONE,1.0
0.5130796725082163,1.011474609375,NONE,0.0
0.5136596725082163,0.180419921875,NONE,1.0

Start,End,Type
0.387,0.485,Type II
