Time,Height,Type,Valid
0.0019196921539280515,0.430859375,NONE,1.0
0.011399692153927665,0.24140625000000004,NONE,1.0
0.014319692153927546,0.232958984375,NONE,1.0
0.39441969215391204,0.153564453125,NONE,0.0
0.39455969215391207,0.1681152343750001,NONE,1.0
0.39463969215391204,0.1700683593750001,NONE,0.0
0.420239692153911,0.1744628906250001,NONE,1.0
0.420299692153911,0.15644531249999982,NONE,0.0
0.420779692153911,0.15571289062499982,NONE,0.0
0.4300196921539106,0.15864257812499982,Type III,0.0
0.4300796921539106,0.15458984375000018,Type III,1.0
0.4302796921539106,0.21586914062500018,Type III,0.0
0.4340396921539105,0.20683593750000018,Type III,1.0
0.4366596921539103,0.16816406249999982,Type III,1.0
0.4395196921539102,0.19155273437499964,Type III,1.0
0.44971969215390983,0.23256835937499964,Type III,1.0
0.44993969215390983,0.16806640625000036,Type III,0.0
0.4536196921539096,0.20014648437499982,Type III,1.0
0.4538396921539096,0.15322265624999964,Type III,0.0
0.4571396921539095,0.169921875,Type III,1.0
0.46011969215390935,0.23564453125000018,Type III,1.0
0.47727969215390864,0.23676757812499982,Type III,1.0
0.4777996921539087,0.15170898437500036,Type III,0.0
0.48019969215390856,0.166748046875,Type III,1.0
0.4805996921539085,0.20063476562499982,Type III,0.0
0.48609969215390836,0.18637695312500036,Type III,1.0
0.4891396921539082,0.15390625000000036,Type III,0.0
0.49209969215390803,0.17255859374999982,Type III,1.0
0.492199692153908,0.15834960937499964,Type III,0.0
0.5100596921539073,0.19487304687500018,NONE,1.0
0.5101796921539073,2.52138671875,NONE,0.0
0.5116396921539073,0.543701171875,NONE,1.0
0.5117196921539073,0.2095703124999999,NONE,0.0
0.5118196921539073,0.337158203125,NONE,0.0
0.5121996921539073,0.7740722656250001,NONE,0.0

Start,End,Type
0.43,0.494,Type III
