Time,Height,Type,Valid
0.0020796934890722346,0.5154296875,NONE,1.0
0.003519693489072176,0.1504882812499999,NONE,0.0
0.00879969348907196,0.27299804687499996,NONE,1.0
0.009659693489071919,0.36572265625,NONE,0.0
0.17901969348906502,0.44033203125,NONE,1.0
0.1820196934890649,0.158251953125,NONE,0.0
0.19215969348906448,0.247509765625,Type I,1.0
0.19481969348906436,0.260693359375,Type I,1.0
0.19611969348906433,0.24912109375000002,Type I,0.0
0.1972596934890643,0.20078125000000002,Type I,1.0
0.2169396934890635,2.171923828125,NONE,1.0
0.21797969348906343,0.154296875,NONE,0.0
0.21801969348906342,0.15087890625,NONE,0.0
0.21811969348906346,0.15727539062499996,NONE,0.0
0.2182396934890634,0.1910156249999999,NONE,0.0
0.21835969348906342,0.15087890625,NONE,0.0

Start,End,Type
0.189,0.202,Type I
