Time,Height,Type,Valid
0.0016196589660618377,0.2576171875,NONE,1.0
0.010479658966061484,0.152587890625,NONE,1.0
0.012719658966061392,0.2701171875,NONE,1.0
0.12669965896605676,0.35751953125,NONE,1.0
0.13375965896605646,0.27197265625,NONE,1.0
0.1349796589660564,0.17055664062499998,NONE,0.0
0.16649965896605512,0.16713867187499998,NONE,0.0
0.17257965896605487,0.26201171874999996,NONE,1.0
0.17623965896605473,0.191650390625,NONE,0.0
0.2657596589660511,0.168408203125,NONE,0.0
0.28193965896605044,0.182861328125,NONE,1.0
0.2970996589660498,0.17939453125,NONE,1.0
0.30935965896604933,1.02119140625,NONE,1.0
0.32569965896604863,0.459521484375,NONE,1.0
0.40213965896604553,0.24184570312499998,NONE,1.0
0.4099996589660452,2.419140625,Type I,1.0
0.414819658966045,0.2798828125,Type I,1.0
0.42791965896604445,1.223046875,Type I,1.0
0.44275965896604386,0.15175781249999998,Type I,0.0
0.4428396589660438,0.154296875,Type I,1.0
0.4433796589660438,1.575,Type I,0.0
0.4467196589660437,0.87177734375,Type I,1.0
0.4486196589660436,1.163818359375,Type I,1.0
0.4511396589660436,0.17143554687499996,Type I,1.0
0.45177965896604355,0.333154296875,Type I,0.0
0.462559658966043,1.762158203125,Type I,1.0
0.4741396589660426,1.928271484375,Type I,1.0
0.48323965896604226,1.294189453125,Type I,1.0
0.4927596589660418,1.724072265625,Type I,1.0
0.5005196589660416,0.775048828125,Type II,1.0
0.5085396589660411,0.74990234375,Type II,1.0
0.5156596589660409,0.8205078125,Type II,1.0
0.5171596589660409,0.54140625,Type II,0.0
0.5249596589660406,0.483203125,Type II,1.0
0.5311196589660403,0.627099609375,Type II,1.0
0.5835396589660381,0.17006835937499998,NONE,1.0
0.5937196589660377,0.18291015625,NONE,0.0
0.5948396589660376,0.19423828124999998,NONE,1.0
0.6044596589660373,1.134375,NONE,1.0
0.6100396589660371,0.18862304687499998,NONE,1.0
0.610099658966037,0.16142578125,NONE,0.0

Start,End,Type
0.406,0.495,Type I
0.497,0.535,Type II
