Time,Height,Type,Valid
0.001679678611775176,0.25031887755102045,NONE,1.0
0.09211967861180287,0.28155891262755106,NONE,1.0
0.11449967861180971,0.21853077168367352,NONE,1.0
0.11875967861181103,0.1639229910714286,NONE,0.0
0.1375796786118168,0.152961575255102,Type III,0.0
0.14097967861181782,0.20079320790816324,Type III,1.0
0.14951967861182044,0.21105707908163263,Type III,1.0
0.15313967861182154,0.15071946747448983,Type III,0.0
0.16225967861182433,0.2178332270408163,Type III,1.0
0.17167967861182723,0.21110690369897955,Type III,1.0
0.17185967861182727,0.2798648756377551,Type III,0.0
0.17665967861182874,0.15530333227040816,Type III,0.0
0.18393967861183097,0.2253069196428571,Type III,0.0
0.19117967861183321,0.1654675542091837,Type III,0.0
0.1914196786118333,0.1979532047193877,Type III,1.0
0.1993196786118357,0.19745495854591832,Type III,0.0
0.1993796786118357,0.15664859693877553,Type III,0.0
0.20803967861183836,0.16875597895408168,Type III,0.0
0.2091396786118387,0.259636080994898,Type III,1.0
0.21771967861184133,0.17772441007653061,Type III,1.0
0.2664796786118563,0.6904695471938775,Type I,1.0
0.2696196786118572,0.36277303890306123,Type I,1.0
0.2699196786118573,0.16073421556122447,Type I,0.0
0.28109967861186075,0.8498584980867347,Type I,1.0
0.29259967861186426,0.47722018494897955,Type I,1.0
0.3455796786118805,1.358219068877551,Type I,1.0
0.35369967861188295,0.964305644132653,Type I,1.0
0.3629796786118858,0.7799047353316326,Type I,1.0
0.36855967861188754,0.8935546875,Type I,1.0
0.37477967861188943,0.29067681760204067,Type I,1.0
0.3750196786118895,0.8031230070153059,Type I,0.0
0.3763596786118899,0.2540058992346941,Type I,1.0
0.3770196786118901,0.3597337372448979,Type I,0.0
0.3827996786118919,0.1838030133928572,NONE,1.0

Start,End,Type
0.135,0.22,Type III
0.264,0.295,Type I
0.34299999999999997,0.378,Type I
