Time,Height,Type,Valid
0.0016397314453324152,0.25206273915816324,NONE,1.0
0.010099731445335006,0.17647879464285715,NONE,1.0
0.011959731445335575,0.21574059311224492,NONE,1.0
0.07419973144535463,0.21793287627551017,NONE,1.0
0.08261973144535723,0.23113639987244894,NONE,1.0
0.08915973144535921,0.1506696428571429,NONE,0.0
0.09225973144536015,0.1625279017857143,NONE,1.0
0.09559973144536119,0.23093710140306123,NONE,1.0
0.17483973144538545,0.1506696428571429,NONE,0.0
0.2457597314454072,0.235969387755102,Type III,1.0
0.24601973144540723,0.15978754783163263,Type III,0.0
0.24927973144540827,0.4249541613520408,Type III,1.0
0.25125973144540886,0.3735849808673469,Type III,1.0
0.2514597314454089,0.16103316326530615,Type III,0.0
0.2541197314454097,0.4188755580357143,Type III,1.0
0.2553797314454101,0.2633231026785714,Type III,0.0
0.25553973144541015,0.16357421875,Type III,0.0
0.25559973144541015,0.19825215242346939,Type III,0.0
0.25777973144541083,0.33731265943877553,Type III,1.0
0.2601397314454116,0.42714644451530615,Type III,1.0
0.2628597314454124,0.4983458227040817,Type III,1.0
0.264839731445413,0.3958067602040817,Type III,1.0
0.2660797314454134,0.3967534279336735,Type III,0.0
0.2676597314454139,0.4795619419642857,Type III,1.0
0.26915973144541433,0.42769451530612246,Type III,1.0
0.27147973144541504,0.5375577965561225,Type III,1.0
0.2729597314454155,0.4612763073979592,Type III,0.0
0.27447973144541593,0.37468112244897955,Type III,1.0
0.27553973144541627,0.3030831473214286,Type III,0.0
0.2766597314454166,0.4466278698979592,Type III,1.0
0.27809973144541705,0.22082270408163263,Type III,0.0
0.2796197314454175,0.3184789540816326,Type III,1.0
0.28123973144541803,0.44533242984693877,Type III,1.0
0.2827397314454185,0.5742287149234694,Type III,1.0
0.284319731445419,0.3209203603316326,Type III,1.0
0.2868797314454198,0.46047911352040816,Type III,1.0
0.28767973144542003,0.20213847257653061,Type III,0.0
0.2890397314454204,0.33616669323979587,Type III,1.0
0.2896597314454206,0.284050143494898,Type III,0.0
0.2905597314454209,0.2336774553571429,Type III,1.0
0.2918197314454213,0.15610052614795922,Type III,0.0
0.29371973144542185,0.15575175382653061,Type III,0.0
0.29763973144542305,0.20791812818877553,Type III,1.0
0.29795973144542315,0.19730548469387754,Type III,0.0
0.29917973144542354,0.29984454719387754,Type III,1.0
0.30013973144542383,0.1520647321428571,Type III,0.0
0.30167973144542426,0.4056222098214286,Type III,1.0
0.303979731445425,0.39794921875,Type III,1.0
0.3053197314454254,0.33302774234693877,Type III,0.0
0.30677973144542586,0.6522042410714286,Type III,1.0
0.3081597314454263,0.3323800223214286,Type III,0.0
0.30895973144542654,0.3203224649234694,Type III,1.0
0.30997973144542684,0.2649174904336735,Type III,0.0
0.3108397314454271,0.1958605707908163,Type III,1.0
0.3117397314454274,0.41404257015306123,Type III,0.0
0.3124997314454276,0.2589883609693877,Type III,1.0
0.31423973144542816,0.25186344068877553,Type III,1.0
0.31505973144542837,0.17204440369897955,Type III,0.0
0.3157797314454286,0.2732382015306123,Type III,1.0
0.3167397314454289,0.32077088647959184,Type III,0.0
0.3179797314454293,0.1541573660714286,Type III,1.0
0.3181197314454293,0.20587531887755106,Type III,0.0
0.31917973144542966,0.3048768335459183,Type III,0.0
0.32021973144543,0.3161371970663265,Type III,1.0
0.3212397314454303,0.4063197544642857,Type III,0.0
0.3220197314454305,0.1618303571428571,Type III,1.0
0.32271973144543076,0.44757453762755106,Type III,0.0
0.3233797314454309,0.15968789859693877,Type III,0.0
0.3239397314454311,0.3955078125,Type III,1.0
0.3245997314454313,0.21598971619897955,Type III,0.0
0.32527973144543154,0.22555604272959184,Type III,0.0
0.32583973144543166,0.19456513073979587,Type III,1.0
0.3285397314454325,0.15913982780612246,Type III,0.0
0.3295397314454328,0.8307258450255102,Type III,1.0
0.33521973144543454,1.4366430165816326,NONE,1.0
0.3370797314454351,0.4633689413265305,NONE,1.0

Start,End,Type
0.245,0.332,Type III
