Time,Height,Type,Valid
0.0020597598648046736,0.219970703125,NONE,1.0
0.19221975986479695,0.29057617187499996,NONE,1.0
0.30129975986479246,0.693408203125,Type II,1.0
0.313259759864792,1.177001953125,Type II,1.0
0.3319797598647912,1.331787109375,Type II,1.0
0.33923975986479094,0.825537109375,Type II,1.0
0.3521997598647904,0.87578125,Type II,1.0
0.36551975986478985,0.642822265625,Type II,1.0
0.3749397598647895,0.58671875,Type II,1.0
0.38559975986478906,0.69892578125,Type II,1.0
0.3965597598647886,1.020703125,Type II,1.0
0.4050797598647883,0.81416015625,Type II,1.0
0.41311975986478794,0.615771484375,Type II,1.0
0.42013975986478763,0.784423828125,Type II,1.0
0.42723975986478735,0.549658203125,Type III,1.0
0.4330797598647871,0.430419921875,Type III,1.0
0.43959975986478683,0.405078125,Type III,1.0
0.44543975986478657,0.577490234375,Type III,1.0
0.44977975986478647,0.36123046875,Type III,1.0
0.45453975986478623,0.33486328125,Type III,1.0
0.486159759864785,0.40107421875,Type I,1.0
0.49059975986478477,0.69814453125,Type I,1.0
0.4953997598647846,0.500634765625,Type I,1.0
0.5035397598647843,0.25751953125,Type I,1.0
0.5116397598647839,0.443310546875,Type I,1.0
0.5259997598647833,0.43046875,Type I,1.0
0.531399759864783,0.33564453125,Type I,1.0
0.5412197598647827,0.327490234375,Type I,1.0
0.5458597598647825,0.533740234375,Type I,1.0
0.5510797598647823,0.308154296875,Type I,1.0
0.556159759864782,0.661767578125,Type I,1.0
0.5614397598647819,0.345947265625,Type I,1.0
0.5644797598647817,0.516943359375,Type I,1.0
0.5696397598647815,0.45302734375,Type I,1.0
0.5700797598647815,0.15732421875000002,Type I,0.0
0.5768597598647812,0.373486328125,Type I,1.0
0.582199759864781,0.777294921875,Type I,1.0
0.5877997598647808,0.4669921875,Type I,1.0
0.5921797598647807,0.400439453125,Type I,1.0
0.5979397598647804,0.410009765625,Type I,1.0
0.6037997598647802,0.357470703125,Type I,1.0
0.60759975986478,0.447412109375,Type I,1.0
0.6137197598647798,0.392041015625,Type I,1.0
0.6140597598647798,0.15644531250000004,Type I,0.0
0.6194797598647795,3.549072265625,NONE,1.0
0.6203797598647794,1.0376953125,NONE,0.0
0.6209997598647794,0.18330078124999982,NONE,0.0
0.6216197598647795,0.3665039062500002,NONE,1.0

Start,End,Type
0.298,0.422,Type II
0.425,0.457,Type III
0.484,0.616,Type I
