Time,Height,Type,Valid
0.0016597056961033807,0.26083984375,NONE,1.0
0.1706597056960965,0.2111328125,NONE,1.0
0.17847970569609617,0.23837890625000002,NONE,1.0
0.1850397056960959,0.19267578125,NONE,1.0
0.19063970569609567,0.20664062500000002,NONE,1.0
0.207839705696095,0.24921875,NONE,1.0
0.23089970569609403,0.270556640625,NONE,0.0
0.23111970569609402,0.21884765625000002,NONE,1.0
0.2781597056960921,0.1662109375,NONE,1.0
0.3206797056960904,2.040625,Type I,1.0
0.3419997056960895,1.84814453125,Type I,1.0
0.36127970569608875,1.545751953125,Type I,1.0
0.3832797056960878,0.894921875,Type I,1.0
0.39497970569608737,0.810693359375,Type I,1.0
0.4138997056960866,1.4150390625,Type I,1.0
0.4250997056960861,1.236279296875,Type I,1.0
0.4427997056960854,1.170849609375,Type I,1.0
0.45389970569608495,1.955810546875,Type I,1.0
0.4692397056960843,1.344140625,Type I,1.0
0.4786197056960839,0.965087890625,Type I,1.0
0.48867970569608354,1.312158203125,Type I,1.0
0.49881970569608314,1.110595703125,Type I,1.0
0.5072797056960828,1.689208984375,Type I,1.0
0.5196797056960822,0.8935546875,Type I,1.0
0.5286597056960819,1.53662109375,Type I,1.0
0.5449797056960812,0.85380859375,Type I,1.0
0.553039705696081,1.406298828125,Type I,1.0
0.5608797056960806,1.022412109375,Type I,1.0
0.5679597056960803,0.488818359375,Type II,1.0
0.5763197056960799,0.172607421875,Type II,1.0
0.5792197056960798,0.4021484375,Type II,1.0
0.5904597056960794,0.366943359375,NONE,1.0
0.5925997056960793,2.369189453125,NONE,1.0
0.5944597056960792,0.8232421875,NONE,1.0

Start,End,Type
0.315,0.564,Type I
0.566,0.59,Type II
