Time,Height,Type,Valid
-0.0025403335952782283,0.221240234375,NONE,1.0
0.0017196664047215982,0.27197265625,NONE,1.0
0.002799666404721554,0.150390625,NONE,0.0
0.0028596664047215448,0.15214843749999996,NONE,0.0
0.0029196664047215493,0.15102539062499998,NONE,0.0
0.0029596664047215476,0.159912109375,NONE,0.0
0.004319666404721492,0.16850585937499996,NONE,1.0
0.00779966640472135,0.18051757812500002,NONE,1.0
0.00933966640472128,0.268798828125,NONE,1.0
0.010619666404721229,0.38466796875,NONE,0.0
0.06959966640471882,0.1683105468749999,NONE,1.0
0.07071966640471877,0.1980957031249999,NONE,0.0
0.13497966640471618,0.37392578125,Type II,1.0
0.1368996664047161,0.353271484375,Type II,1.0
0.138619666404716,0.58935546875,Type II,1.0
0.14001966640471597,0.28779296875000004,Type II,0.0
0.14173966640471589,0.2802734375,Type II,1.0
0.15607966640471532,0.44716796875,NONE,1.0
0.1585196664047152,0.369384765625,NONE,1.0
0.1589196664047152,0.300048828125,NONE,0.0
0.1686796664047148,0.6751953125,Type I,1.0
0.17365966640471459,0.663916015625,Type I,1.0
0.1758796664047145,0.580712890625,Type I,1.0
0.1839196664047142,0.619873046875,Type I,1.0
0.1859996664047141,0.750634765625,Type I,1.0
0.19387966640471377,0.635205078125,Type I,1.0
0.19505966640471373,0.17290039062499996,NONE,0.0

Start,End,Type
0.134,0.14300000000000002,Type II
0.16699999999999998,0.195,Type I
