Time,Height,Type,Valid
-0.0022002746582055616,0.150390625,NONE,0.0
-0.0020002746582055697,0.15888671875,NONE,1.0
-0.0018602746582055754,0.153662109375,NONE,0.0
0.0017797253417942693,0.219921875,NONE,1.0
0.007359725341794049,0.15327148437500004,NONE,0.0
0.009939725341793937,0.17094726562499996,NONE,1.0
0.012859725341793832,0.35400390625,NONE,1.0
0.19141972534178653,0.21284179687500004,NONE,1.0
0.19297972534178648,0.24350585937500002,NONE,1.0
0.21477972534178558,0.20649414062500004,NONE,1.0
0.21853972534178545,0.35502929687499996,Type III,1.0
0.22021972534178536,0.35942382812499996,Type III,1.0
0.2220597253417853,0.4384765625,Type III,1.0
0.22533972534178515,0.62548828125,Type III,1.0
0.23123972534178494,0.45976562499999996,Type III,1.0
0.2341997253417848,0.633935546875,Type III,1.0
0.23717972534178466,0.524609375,Type III,1.0
0.23903972534178464,0.48530273437500004,Type III,1.0
0.23981972534178458,0.16621093750000004,Type III,0.0
0.24163972534178452,0.49619140625,Type III,1.0
0.2436397253417844,0.44013671875000004,Type III,1.0
0.2445797253417844,0.2826171875000001,Type III,0.0
0.25011972534178417,0.46660156249999996,Type III,1.0
0.25253972534178404,0.51416015625,Type III,1.0
0.253899725341784,0.46220703124999996,Type III,0.0
0.2561797253417839,0.459130859375,Type III,1.0
0.25697972534178387,0.199951171875,Type III,0.0
0.25767972534178385,0.1993652343750001,Type III,0.0
0.25985972534178375,0.538623046875,Type III,1.0
0.2610197253417837,0.44584960937499996,Type III,0.0
0.2613397253417837,0.22607421875,Type III,0.0
0.2614997253417837,0.5525878906249999,Type III,1.0
0.2660797253417835,0.574267578125,Type III,1.0
0.26783972534178346,0.54072265625,Type III,1.0
0.26967972534178336,0.42280273437500004,Type III,1.0
0.2705197253417833,0.166259765625,Type III,0.0
0.27217972534178325,0.24853515625,Type III,1.0
0.2734597253417832,0.454345703125,Type III,0.0
0.2738997253417832,0.24799804687500004,Type III,1.0
0.2742797253417832,0.2914062500000001,Type III,0.0
0.27529972534178315,0.209716796875,Type III,0.0
0.27697972534178306,0.37553710937499996,Type III,1.0
0.278299725341783,0.2366699218749999,Type III,0.0
0.278479725341783,0.16962890625000004,Type III,0.0
0.278539725341783,0.2044921875000001,Type III,1.0
0.278659725341783,0.3116699218750001,Type III,0.0
0.2820797253417828,0.741943359375,Type III,1.0
0.28423972534178277,0.500390625,Type III,1.0
0.28575972534178273,0.45185546875000004,Type III,1.0
0.28629972534178266,0.15019531249999996,Type III,0.0
0.29611972534178227,0.19877929687499996,Type III,1.0
