Time,Height,Type,Valid
0.0016397056961033885,0.2884765625,NONE,1.0
0.14291970569609763,1.146337890625,NONE,1.0
0.14725970569609745,0.15546875000000004,NONE,0.0
0.14753970569609745,0.29501953125,NONE,1.0
0.15395970569609718,2.825390625,Type I,1.0
0.1655797056960967,2.090576171875,Type I,1.0
0.17963970569609614,0.183837890625,Type I,1.0
0.182959705696096,2.204345703125,Type I,1.0
0.18937970569609575,1.687451171875,Type I,1.0
0.19195970569609566,0.931884765625,Type I,1.0
0.19393970569609553,0.46333007812500004,Type I,1.0

Start,End,Type
0.152,0.185,Type I
0.188,0.196,Type I
