Time,Height,Type,Valid
0.001619752426144934,0.222998046875,NONE,1.0
0.004259752426144819,0.16347656249999998,NONE,1.0
0.008879752426144638,0.286865234375,NONE,1.0
0.010059752426144597,0.308984375,NONE,0.0
0.057039752426142676,0.24101562499999996,NONE,1.0
0.12943975242613973,0.15205078125,NONE,0.0
0.12951975242613972,0.17368164062500002,NONE,1.0
0.12967975242613972,0.151416015625,NONE,0.0
0.1376397524261394,0.1544921875,Type I,1.0
0.14143975242613924,0.44443359375,Type I,1.0
0.1423397524261392,0.16162109375,Type I,0.0
0.14533975242613908,0.32890625,Type I,1.0
0.14593975242613905,0.160107421875,Type I,0.0
0.14915975242613894,0.503955078125,Type I,1.0
0.1516997524261388,0.2130859375,Type I,1.0
0.15269975242613879,0.40419921875,Type I,0.0
0.16475975242613827,0.714208984375,Type II,1.0
0.16845975242613814,0.40810546875,Type II,1.0
0.1690397524261381,0.32915039062499996,Type II,0.0
0.1797197524261377,0.713232421875,Type II,1.0
0.18009975242613765,0.168212890625,Type II,0.0
0.19883975242613688,0.838427734375,Type II,1.0
0.19973975242613684,0.1980957031249999,Type II,0.0
0.19987975242613687,0.1700683593750001,Type II,0.0
0.20011975242613683,0.158203125,Type II,0.0

Start,End,Type
0.135,0.156,Type I
0.16,0.205,Type II
