Time,Height,Type,Valid
0.0015997388839696092,0.2736328125,NONE,1.0
0.15331973888396344,0.18525390625000004,NONE,1.0
0.1541597388839634,0.17084960937500004,NONE,0.0
0.1739597388839626,0.32294921875000004,NONE,1.0
0.18197973888396227,0.20478515625,NONE,0.0
0.18207973888396226,0.241943359375,NONE,1.0
0.188339738883962,0.219775390625,NONE,1.0
0.1937997388839618,0.15009765625,NONE,0.0
0.20165973888396144,0.293017578125,NONE,1.0
0.31501973888395685,0.1775390625,NONE,1.0
0.334839738883956,0.269482421875,NONE,1.0
0.36399973888395487,0.95751953125,Type II,1.0
0.37433973888395444,0.901220703125,Type II,1.0
0.3869197388839539,0.41884765625,Type II,1.0
0.3927197388839537,0.716796875,Type II,1.0
0.40067973888395336,0.692529296875,Type II,1.0
0.410059738883953,0.398828125,Type II,1.0
0.41527973888395275,0.95537109375,Type II,1.0
0.4287197388839522,0.827685546875,Type II,1.0
0.43271973888395204,0.3259765625,Type II,1.0
0.4418797388839517,0.965576171875,Type II,1.0
0.44995973888395135,0.93828125,Type II,1.0
0.4513397388839513,0.501611328125,Type II,0.0
0.4626397388839508,2.50048828125,Type II,1.0
0.4637597388839507,0.17055664062499998,Type II,0.0
0.4639397388839508,0.498779296875,Type II,0.0
0.4659397388839507,1.2046875,Type II,1.0
0.47127973888395047,0.615185546875,Type II,1.0
0.48307973888394995,0.77685546875,Type II,1.0
0.49613973888394947,0.808544921875,Type II,1.0
0.49967973888394934,0.17763671874999998,Type II,1.0
0.49981973888394926,0.888330078125,Type II,0.0
0.5176797388839486,2.33076171875,NONE,1.0
0.5193397388839485,0.1624511718749999,NONE,1.0
0.5194597388839485,0.18212890625,NONE,0.0
0.5195997388839485,3.58349609375,NONE,0.0
0.5236797388839484,0.8720703125,NONE,1.0
0.530979738883948,1.11962890625,Type II,1.0
0.5347197388839479,1.781396484375,Type II,1.0
0.5447397388839474,0.794921875,Type II,1.0
0.5488397388839473,0.877734375,Type II,1.0
0.558899738883947,0.52890625,Type II,1.0
0.5658997388839466,1.73681640625,Type II,1.0
0.5742797388839462,0.480029296875,Type II,1.0
0.580879738883946,0.2701171875,NONE,1.0
0.5901997388839456,3.640771484375,NONE,1.0
0.5908197388839456,3.42421875,NONE,0.0
0.5925997388839456,0.4286132812500001,NONE,1.0
0.5927597388839455,0.16386718749999996,NONE,0.0

Start,End,Type
0.36000000000000004,0.51,Type II
0.53,0.5800000000000001,Type II
